Competing Athlete,Opponent,Event,Method,Result
Adam Wardzinski,28354,Pedro MarinhoPedro Marinho,L,Pts: 6x0
Adam Wardzinski,29275,Erich MunisErich Munis,L,Pts: 4x2
Adam Wardzinski,29336,Rafael LovatoRafael Lovato,L,Referee Decision
Adam Wardzinski,29595,Luan AzevedoLuan Azevedo,L,"Pts: 0x0, Adv"
Adam Wardzinski,30687,Yatan BuenoYatan Bueno,L,Pts: 9x0
Adam Wardzinski,31183,Santeri LiliusSanteri Lilius,L,Pts: 4x4
Adam Wardzinski,31640,Roosevelt SousaRoosevelt Sousa,L,Botinha
Adam Wardzinski,31756,Matheus DinizMatheus Diniz,L,Pts: 3x0
Adam Wardzinski,33054,Pedro MachadoPedro Machado,L,Armbar
Adam Wardzinski,36238,Fernando ReisFernando Reis,L,Points
Adam Wardzinski,36884,Francisco LoFrancisco Lo,L,Triangle
Adam Wardzinski,37009,Fellipe TrovoFellipe Trovo,L,Toe hold
Adam Wardzinski,37394,Fellipe AndrewFellipe Andrew,L,Pts: 7x0
Adam Wardzinski,38412,Bruno LimaBruno Lima,L,Pts: 1x0
Adam Wardzinski,39157,Fellipe AndrewFellipe Andrew,L,Pts: 3x0
Adam Wardzinski,40548,Italo LimaItalo Lima,L,Triangle
Adam Wardzinski,43179,Fellipe AndrewFellipe Andrew,L,Pts: 3x1
Adam Wardzinski,45185,Matheus DinizMatheus Diniz,L,Crucifix choke
Adam Wardzinski,45897,Elder CruzElder Cruz,L,"Pts: 0x0, Adv"
Adam Wardzinski,47240,Taylor Pearman,L,Inside heel hook
Adam Wardzinski,48118,Pedro MachadoPedro Machado,L,Armbar
Adam Wardzinski,11320,Burak Biter,W,Submission
Adam Wardzinski,11321,Piotr Wojtkowski,W,Points
Adam Wardzinski,11322,Marian Klosowski,W,Arm in Ezekiel
Adam Wardzinski,11323,Radoslaw Turek,W,RNC
Adam Wardzinski,11324,Piotr Baginski,W,Points
Adam Wardzinski,11325,Pawel Nedzi,W,RNC
Adam Wardzinski,11326,Tomasz Skorkowski,W,Injury
Adam Wardzinski,11327,Maciej Kałuszewski,W,Points
Adam Wardzinski,11328,Adam Niedzwiedz,W,RNC
Adam Wardzinski,11332,Tomasz Skorowski,W,Ezekiel
Adam Wardzinski,11333,Arturo Salas,W,Points
Adam Wardzinski,11336,Antonio Junior,W,Points
Adam Wardzinski,11338,Arturo Salas,W,Points
Adam Wardzinski,11468,Rodolfo Bonfim,W,Pts: 8x2
Adam Wardzinski,11620,Manuel RibamarManuel Ribamar,W,Pts: 2x0
Adam Wardzinski,11974,Matheus Rodrigues,W,Choke from back
Adam Wardzinski,11975,Lucio RodriguesLucio Rodrigues,W,Pts: 31x2
Adam Wardzinski,11979,Gerson Carvalho,W,Choke
Adam Wardzinski,11981,Igor Araujo,W,Toe hold
Adam Wardzinski,11982,Igor SilvaIgor Silva,W,Pts: 2x0
Adam Wardzinski,12023,Vinicius Nascimento,W,Pts: 32x0
Adam Wardzinski,12072,Arya EsfandmazArya Esfandmaz,W,Pts: 16x2
Adam Wardzinski,12305,Rodrigo Reis,W,N/A
Adam Wardzinski,12313,Mahamed AlyMahamed Aly,W,Pts: 4x0
Adam Wardzinski,12314,Isaque BahienseIsaque Bahiense,W,Choke from back
Adam Wardzinski,12360,Felipe Arantes,W,Anaconda choke
Adam Wardzinski,12678,Diego Herzog,W,Pts: 14x7
Adam Wardzinski,12899,Vinny MagalhaesVinny Magalhaes,W,Points
Adam Wardzinski,13189,Tanner RiceTanner Rice,W,Arm in Ezekiel
Adam Wardzinski,13398,Luan Arouca,W,Submission
Adam Wardzinski,13830,Wellinton Modena,W,Pts: 5x0
Adam Wardzinski,13831,Helton JoseHelton Jose,W,Pts: 2x0
Adam Wardzinski,13993,T. Johannessen,W,Points
Adam Wardzinski,13995,Diogo SampaioDiogo Sampaio,W,Injury
Adam Wardzinski,13998,Joachim Sveinson,W,Submission
Adam Wardzinski,13999,Sebastian BroscheSebastian Brosche,W,RNC
Adam Wardzinski,14085,Marek Zbrog,W,Choke from back
Adam Wardzinski,14086,Nicolas Penzer,W,Points
Adam Wardzinski,14089,Martin Gobel,W,Choke
Adam Wardzinski,14091,Ali MonfaradiAli Monfaradi,W,Arm in Ezekiel
Adam Wardzinski,14092,Espen MathiesenEspen Mathiesen,W,Arm in Ezekiel
Adam Wardzinski,14095,Nicolas Penzer,W,Choke
Adam Wardzinski,14096,Nicolas Penzer,W,Points
Adam Wardzinski,14101,Martin Gobel,W,Darce choke
Adam Wardzinski,14103,Ali MonfaradiAli Monfaradi,W,Von Fluke choke
Adam Wardzinski,14174,Nicolas Penzer,W,Choke
Adam Wardzinski,14175,Gustavo Saraiva,W,Pts: 19x0
Adam Wardzinski,14176,Maciej Kozak,W,Pts: 2x0
Adam Wardzinski,14177,Nicolas Penzer,W,Pts: 18x0
Adam Wardzinski,14178,Patryk Wysoki,W,Choke from back
Adam Wardzinski,14370,Wesley Arquete,W,Choke from back
Adam Wardzinski,14428,Tyrone Gonsalves,W,Arm in Ezekiel
Adam Wardzinski,14429,Arturo Salas,W,Arm in Ezekiel
Adam Wardzinski,14430,Mathias Ribeiro,W,Arm in Ezekiel
Adam Wardzinski,14431,Vinicius GarciaVinicius Garcia,W,Brabo choke
Adam Wardzinski,14560,Antonio Stanic,W,Submission
Adam Wardzinski,14562,Maciej Kozak,W,Submission
Adam Wardzinski,14564,Eldar RafigaevEldar Rafigaev,W,Pts: 13x6
Adam Wardzinski,14844,Andre Reis,W,Choke from back
Adam Wardzinski,14846,Basel Famous,W,Choke from back
Adam Wardzinski,14949,Manuel Oliveira,W,Choke from back
Adam Wardzinski,14974,Erberth SantosErberth Santos,W,Verbal tap
Adam Wardzinski,15128,Igor SilvaIgor Silva,W,Pts: 5x0
Adam Wardzinski,15129,M. Maciejwski,W,DQ
Adam Wardzinski,15132,C. NegromonteC. Negromonte,W,Pts: 4x2
Adam Wardzinski,15227,Jaakko Vilander,W,Choke
Adam Wardzinski,15237,Steeve Combourg,W,Choke
Adam Wardzinski,15247,Igor SilvaIgor Silva,W,Choke
Adam Wardzinski,15248,Igor SilvaIgor Silva,W,Pts: 3x0
Adam Wardzinski,15527,M. Abderraouf,W,Choke from back
Adam Wardzinski,15532,Helton JoseHelton Jose,W,"Pts: 0x0, Adv"
Adam Wardzinski,15533,Ben Hodgkinson,W,Pts: 24x2
Adam Wardzinski,15567,Szymon Bonkow,W,Choke from back
Adam Wardzinski,15568,Helton JoseHelton Jose,W,Referee Decision
Adam Wardzinski,15573,Antonio Junior,W,Pts: 20x0
Adam Wardzinski,15575,Maciej Kozak,W,Arm in Ezekiel
Adam Wardzinski,15576,Eldar RafigaevEldar Rafigaev,W,DQ
Adam Wardzinski,15791,Jakub Mroczkowski,W,Cross choke
Adam Wardzinski,15792,Tero Pyylampi,W,Choke from back
Adam Wardzinski,15794,Bradley Hill,W,Pts: 18x0
Adam Wardzinski,16179,Tanner RiceTanner Rice,W,Referee Decision
Adam Wardzinski,16180,Matt LeightonMatt Leighton,W,Pts: 7x0
Adam Wardzinski,16404,Stan Varshavskiy,W,Choke from back
Adam Wardzinski,16405,Eldar RafigaevEldar Rafigaev,W,Shoulder pressure
Adam Wardzinski,16406,Nicolas Penzer,W,Choke from back
Adam Wardzinski,17123,Ben Dyson,W,Choke
Adam Wardzinski,17124,Lukasz Michalec,W,Pts: 7x0
Adam Wardzinski,17130,Sergio RiosSergio Rios,W,Pts: 6x0
Adam Wardzinski,17132,Hygor BritoHygor Brito,W,Short choke
Adam Wardzinski,17140,Lukasz Michalec,W,Pts: 6x0
Adam Wardzinski,17141,Andrzej Migaj,W,Submission
Adam Wardzinski,17492,Tony Ferraz,W,Choke from back
Adam Wardzinski,17493,Andre Cassio,W,Pts: 13x0
Adam Wardzinski,17505,Advilson Pereira,W,RNC
Adam Wardzinski,17601,Anton Minenko,W,Pts: 11x2
Adam Wardzinski,17631,Gabriel ArgesGabriel Arges,W,Pts: 2x0
Adam Wardzinski,17637,Gutemberg PereiraGutemberg Pereira,W,Pts: 2x0
Adam Wardzinski,17641,Tanner RiceTanner Rice,W,Pts: 2x0
Adam Wardzinski,17784,Djati Melan,W,Choke
Adam Wardzinski,17786,Silviu Natasha,W,Pts: 5x0
Adam Wardzinski,17787,Abdulbari Guseinov,W,Pts: 12x0
Adam Wardzinski,17788,Otto Kuikka,W,Triangle kimura
Adam Wardzinski,17789,Sean Coates,W,Short choke
Adam Wardzinski,17969,Kamil Czochra,W,Pts: 12x2
Adam Wardzinski,17977,Alexander Neufang,W,Submission
Adam Wardzinski,17978,Kamil Czochra,W,Pts: 7x0
Adam Wardzinski,18034,Samir Hamid,W,Pts: 13x0
Adam Wardzinski,18035,Eldar RafigaevEldar Rafigaev,W,Pts: 21x2
Adam Wardzinski,18241,Kamil Czochra,W,Cross choke
Adam Wardzinski,18242,Maciej Kałuszewski,W,Choke from back
Adam Wardzinski,18243,Kornel Zapadka,W,Lapel choke
Adam Wardzinski,18244,Piotr Fręchowicz,W,Points
Adam Wardzinski,18245,Karol Dzieniszewski,W,Points
Adam Wardzinski,18316,Wesley Arquete,W,Pts: 4x2
Adam Wardzinski,18319,Jeferson Almeida,W,Arm in Ezekiel
Adam Wardzinski,18323,Gildasio Oliveira,W,Pts: 9x0
Adam Wardzinski,18328,Marcus Ruiz,W,Choke from back
Adam Wardzinski,18329,Anton Minenko,W,Choke from back
Adam Wardzinski,18540,Christopher Thomas,W,N/A
Adam Wardzinski,18542,Inseong JangInseong Jang,W,Choke
Adam Wardzinski,18543,N/A,W,N/A
Adam Wardzinski,18544,N/A,W,N/A
Adam Wardzinski,18736,Reinaldo Fuzil,W,Armbar
Adam Wardzinski,18737,Bradley Hill,W,N/A
Adam Wardzinski,18738,Tommy LangakerTommy Langaker,W,Katagatame
Adam Wardzinski,18838,Matheus GodoyMatheus Godoy,W,Choke from back
Adam Wardzinski,18841,Renato CardosoRenato Cardoso,W,"Pts: 2x2, Adv"
Adam Wardzinski,18935,Charles McGuire,W,Choke from back
Adam Wardzinski,19013,Matko Kvesic,W,Pts: 15x0
Adam Wardzinski,19014,Akos Szekeres,W,Pts: 23x0
Adam Wardzinski,19151,Ruben Lemos,W,Submission
Adam Wardzinski,19271,Ruben Lemos,W,N/A
Adam Wardzinski,19272,Nicolas Penzer,W,N/A
Adam Wardzinski,19462,Matheus GodoyMatheus Godoy,W,Pts: 9x2
Adam Wardzinski,19657,Fellipe TrovoFellipe Trovo,W,Choke from back
Adam Wardzinski,19662,Leandro LoLeandro Lo,W,Choke from back
Adam Wardzinski,19860,Almog Britsch,W,Pts: 17x0
Adam Wardzinski,19866,Almog Britsch,W,Pts: 9x0
Adam Wardzinski,19867,Adriano Candido,W,Choke from back
Adam Wardzinski,19869,Renato CardosoRenato Cardoso,W,Pts: 7x2
Adam Wardzinski,20144,Rida HaisamRida Haisam,W,Pts: 9x2
Adam Wardzinski,20146,Basel Fanous,W,Arm in Ezekiel
Adam Wardzinski,20694,Gerard LabinskiGerard Labinski,W,Pts: 9x0
Adam Wardzinski,20763,Donghwa Choi,W,Ezekiel
Adam Wardzinski,20771,R. EvangelistaR. Evangelista,W,Pts: 9x6
Adam Wardzinski,21068,B. MatiasB. Matias,W,Pts: 6x2
Adam Wardzinski,21071,Gustavo BatistaGustavo Batista,W,Pts: 2x0
Adam Wardzinski,21080,Leonardo LaraLeonardo Lara,W,Pts: 10x2
Adam Wardzinski,21082,Victor HugoVictor Hugo,W,Pts: 2x0
Adam Wardzinski,21260,Anton Minenko,W,Pts: 11x0
Adam Wardzinski,21263,Fernando ReisFernando Reis,W,"Pts: 0x0, Adv"
Adam Wardzinski,21864,Michael PerezMichael Perez,W,Referee Decision
Adam Wardzinski,22153,Sean Coates,W,Choke from back
Adam Wardzinski,22154,Max Bickerton,W,Pts: 28x0
Adam Wardzinski,22155,Burak Sarman,W,Choke from back
Adam Wardzinski,22157,Adriano Araujo,W,Triangle
Adam Wardzinski,22158,Almog Britsch,W,Shoulder lock
Adam Wardzinski,22160,Ali MonfaradiAli Monfaradi,W,Choke from back
Adam Wardzinski,22196,Hygor BritoHygor Brito,W,Pts: 2x0
Adam Wardzinski,22198,Santeri LiliusSanteri Lilius,W,Pts: 13x9
Adam Wardzinski,22207,Italo MouraItalo Moura,W,Pts: 3x2
Adam Wardzinski,22210,Helton JoseHelton Jose,W,Pen
Adam Wardzinski,22355,Thiago Dalcol,W,Submission
Adam Wardzinski,22359,Marcus Junior,W,Pts: 9x0
Adam Wardzinski,22362,Pedro EliasPedro Elias,W,Pts: 9x0
Adam Wardzinski,22794,Aleksi Ruuskanen,W,Cross choke
Adam Wardzinski,22796,Jakub Witkowski,W,Manoplata
Adam Wardzinski,22798,Lakatos Sandor,W,Armbar
Adam Wardzinski,22802,Paweł Kwiatkowski,W,Pts: 33x0
Adam Wardzinski,22803,Petr Mamaev,W,RNC
Adam Wardzinski,22804,Jakub Witkowski,W,Triangle
Adam Wardzinski,22911,Todd Muckenheim,W,Pts: 27x0
Adam Wardzinski,22919,Fellipe TrovoFellipe Trovo,W,"Pts: 0x0, Adv"
Adam Wardzinski,23029,Renato CardosoRenato Cardoso,W,Pts: 10x1
Adam Wardzinski,23030,Vandre Barbosa,W,Pts: 10x0
Adam Wardzinski,23165,Gabriel VolanteGabriel Volante,W,Choke from back
Adam Wardzinski,23167,Dimitrius SouzaDimitrius Souza,W,Choke from back
Adam Wardzinski,23685,Luka Skoric,W,Pts: 25x0
Adam Wardzinski,23687,Stan Varshavskiy,W,Pts: 9x0
Adam Wardzinski,24401,Arya EsfandmazArya Esfandmaz,D,---
Adam Wardzinski,24409,Arya EsfandmazArya Esfandmaz,D,---
Adam Wardzinski,25306,Artem Ushakov,W,Ezekiel
Adam Wardzinski,25307,Viacheslav Ilin,W,Omoplata
Adam Wardzinski,25721,Ruben Lemos,W,Choke from back
Adam Wardzinski,25722,Renato CardosoRenato Cardoso,W,Pts: 6x4
Adam Wardzinski,27654,James Quinlan,W,Armbar
Adam Wardzinski,27659,Rafael VasconcelosRafael Vasconcelos,W,Choke from back
Adam Wardzinski,27661,N. Mendelshon,W,Arm in Ezekiel
Adam Wardzinski,28212,Johnny Boswell,W,RNC
Adam Wardzinski,28223,Helton JoseHelton Jose,W,"Pts: 0x0, Adv"
Adam Wardzinski,28231,Elliot Kelly,W,Inside heel hook
Adam Wardzinski,28344,Johnny Boswell,W,RNC
Adam Wardzinski,28352,Joao CostaJoao Costa,W,Referee Decision
Adam Wardzinski,29272,Artem Ushakov,W,Shoulder lock
Adam Wardzinski,29274,Arsen Shapiev,W,Pts: 9x1
Adam Wardzinski,30641,Simon Immerstrand,W,Choke from back
Adam Wardzinski,30645,Reda Mebtouche,W,Pressure
Adam Wardzinski,30647,Dominique BellDominique Bell,W,N/A
Adam Wardzinski,30665,Andrzej Iwat,W,Choke from back
Adam Wardzinski,30676,Wesley Campos,W,Pts: 26x0
Adam Wardzinski,30683,Reda Mebtouche,W,"Pts: 0x0, Adv"
Adam Wardzinski,31187,Euclides Castro,W,Katagatame
Adam Wardzinski,31188,Hygor BritoHygor Brito,W,Pts: 3x0
Adam Wardzinski,31189,Janis Riekstins,W,Pts: 6x1
Adam Wardzinski,31750,Lucas NoratLucas Norat,W,Armbar
Adam Wardzinski,32511,Thiago Cesar,W,Submission
Adam Wardzinski,32513,Fellipe TrovoFellipe Trovo,W,Katagatame
Adam Wardzinski,32519,Thiago Cesar,W,Submission
Adam Wardzinski,32522,Rafael AnjosRafael Anjos,W,Choke from back
Adam Wardzinski,32524,Guthierry BarbosaGuthierry Barbosa,W,Submission
Adam Wardzinski,32655,Renan CruzRenan Cruz,W,"Pts: 2x2, Adv"
Adam Wardzinski,32658,Alex Seaver,W,Choke from back
Adam Wardzinski,32661,Marlon Ferreira,W,Armbar
Adam Wardzinski,33051,Lucas NoratLucas Norat,W,Pts: 9x0
Adam Wardzinski,33618,Gabriel Caramori,W,Mounted X choke
Adam Wardzinski,33619,Janis Riekstins,W,Arm in Ezekiel
Adam Wardzinski,34644,Alex Alexandrov,W,Pts: 13x0
Adam Wardzinski,34645,Neo Barbosa,W,Pts: 9x0
Adam Wardzinski,35759,Harry Loseby,W,Katagatame
Adam Wardzinski,35761,Eric Bergmann,W,Choke from back
Adam Wardzinski,35764,Gyula Szabo,W,Pts: 12x2
Adam Wardzinski,35766,Eric Bergmann,W,Arm in Ezekiel
Adam Wardzinski,35767,Gyula Szabo,W,Armbar
Adam Wardzinski,35773,Eric Bergmann,W,Katagatame
Adam Wardzinski,35775,Adam Ellis,W,Katagatame
Adam Wardzinski,35777,Gyula Szabo,W,Shoulder lock
Adam Wardzinski,35779,C. NegromonteC. Negromonte,W,Adv
Adam Wardzinski,36161,Vegard Vanderberg,W,RNC
Adam Wardzinski,36166,Shane Fishman,W,Katagatame
Adam Wardzinski,36170,Fernando ReisFernando Reis,W,Referee Decision
Adam Wardzinski,36171,Oliver TazaOliver Taza,W,Pts: 12x0
Adam Wardzinski,36235,Murillo Soares,W,RNC
Adam Wardzinski,37006,Lucasz Michalec,W,Pts: 16x0
Adam Wardzinski,37390,Filipe Pinheiro,W,Pts: 11x0
Adam Wardzinski,37393,Rider ZuchiRider Zuchi,W,Arm in Ezekiel
Adam Wardzinski,38406,Francesco Fragala,W,Choke from back
Adam Wardzinski,38410,Bartosz Zawadzki,W,Katagatame
Adam Wardzinski,38416,Hygor BritoHygor Brito,W,Pts: 7x1
Adam Wardzinski,38418,Igor Sousa,W,Choke from back
Adam Wardzinski,38612,Roberto JimenezRoberto Jimenez,W,Choke from back
Adam Wardzinski,38618,Felipe Pimentel,W,Choke from back
Adam Wardzinski,38620,Dimitrius SouzaDimitrius Souza,W,Referee Decision
Adam Wardzinski,38621,Fellipe AndrewFellipe Andrew,W,"Pts: 11x11, Adv"
Adam Wardzinski,39154,Patrick GaudioPatrick Gaudio,W,Choke from back
Adam Wardzinski,40012,Lucas Alcantara,W,RNC
Adam Wardzinski,40014,Lucas NoratLucas Norat,W,Arm in Ezekiel
Adam Wardzinski,43176,Marcos Junior,W,Choke from back
Adam Wardzinski,43178,Henrique BettaHenrique Betta,W,Pressure
Adam Wardzinski,43544,Calon Sabino,W,Pts: 9x0
Adam Wardzinski,43546,Joao CostaJoao Costa,W,Outside heel hook
Adam Wardzinski,44156,Zane Spruce,W,Shoulder pressure
Adam Wardzinski,44158,Paulo Merlin,W,Pts: 9x2
Adam Wardzinski,44162,Rafael AnjosRafael Anjos,W,Choke from back
Adam Wardzinski,44166,Caio ViniciusCaio Vinicius,W,Choke from back
Adam Wardzinski,44167,Mateus RodriguesMateus Rodrigues,W,Pts: 18x0
Adam Wardzinski,45170,Andrew Hansen,W,Cross choke
Adam Wardzinski,45174,Isaac Balajadia,W,Choke from back
Adam Wardzinski,45176,Joao Ribeiro,W,Katagatame
Adam Wardzinski,45184,Hunter Flaherty,W,RNC
Adam Wardzinski,45888,McKenzie Morales,W,Violin armlock
Adam Wardzinski,45893,Jose JuremaJose Jurema,W,Katagatame
Adam Wardzinski,45895,Vegard Randeberg,W,Pts: 18x2
Adam Wardzinski,46565,Vinicius LiberatiVinicius Liberati,W,Pts: 4x0
Adam Wardzinski,46568,Pedro MachadoPedro Machado,W,Pts: 9x4
Adam Wardzinski,46569,Fellipe AndrewFellipe Andrew,W,Pts: 9x0
Adam Wardzinski,47219,Kyle Lundie,W,Pts: 12x0
Adam Wardzinski,47228,Krzysztof Kubit,W,RNC
Adam Wardzinski,47233,Marawan Rous,W,Pts: 6x0
Adam Wardzinski,47237,Tommi Toikkanen,W,Pts: 2x0
Adam Wardzinski,47243,Faris LamkademFaris Lamkadem,W,Pts: 5x0
Adam Wardzinski,47927,Devin Hightower,W,Choke from back
Adam Wardzinski,47934,Lucas MontalvaoLucas Montalvao,W,Choke from back
Adam Wardzinski,47939,Bruno Sena,W,Choke from back
Adam Wardzinski,47940,Marcos Carrozzino,W,Katagatame
Adam Wardzinski,48115,Lucas NoratLucas Norat,W,Armbar
Adam Wardzinski,50060,Damian Blazy,W,Verbal tap
Adam Wardzinski,50061,Joao NicoliteJoao Nicolite,W,Verbal tap
Adam Wardzinski,50063,Mourece Ramirez,W,Choke
Adam Wardzinski,50067,Gialysson FreitasGialysson Freitas,W,Choke from back
Adam Wardzinski,50069,Guilherme CordiviolaGuilherme Cordiviola,W,Injury
Adam Wardzinski,50483,Rafael Fernando,W,Choke from back
Adam Wardzinski,50489,Mateus RodriguesMateus Rodrigues,W,Triangle
Adam Wardzinski,50493,Rider ZuchiRider Zuchi,W,Ezekiel
Adam Wardzinski,50495,Vinicius LiberatiVinicius Liberati,W,Katagatame
Adam Wardzinski,51078,Jacob Lanier,W,Policeman lock
Adam Wardzinski,51082,Fabio AlanoFabio Alano,W,Arm in Ezekiel
Adam Wardzinski,51083,Joao NicoliteJoao Nicolite,W,Ezekiel
Adam Wardzinski,53695,Aleksi Ruuskanen,W,Submission
Adam Wardzinski,53697,Harry Loseby,W,Violin armlock
Adam Wardzinski,55429,Matheus SpirandeliMatheus Spirandeli,W,Pts: 9x2
Adam Wardzinski,55434,Horlando MonteiroHorlando Monteiro,W,Choke from back
Adam Wardzinski,55435,Gustavo BatistaGustavo Batista,W,"Pts: 0x0, Adv"
Adam Wardzinski,56562,Charles Adorian,W,Pts: 13x2
Adam Wardzinski,56566,Vinicius LiberatiVinicius Liberati,W,"Pts: 0x0, Adv"
Adam Wardzinski,56568,Leonardo FerreiraLeonardo Ferreira,W,Choke from back
Ademir Barreto,27188,Victor NithaelVictor Nithael,L,Pts: 2x0
Ademir Barreto,27192,Julio Arantes,L,Pts: 2x0
Ademir Barreto,31156,Lucas ProtasioLucas Protasio,L,Pts: 9x2
Ademir Barreto,34673,Alex SodreAlex Sodre,L,Pts: 1x1
Ademir Barreto,34683,Alex SodreAlex Sodre,L,Pts: 6x5
Ademir Barreto,36350,Diego SodreDiego Sodre,L,Pts: 1x0
Ademir Barreto,37329,Alex SodreAlex Sodre,L,Pts: 13x10
Ademir Barreto,38557,Johnatha AlvesJohnatha Alves,L,Hashimoto choke
Ademir Barreto,39697,Natan ChuengNatan Chueng,L,Pts: 8x2
Ademir Barreto,40327,Leandro RounaudLeandro Rounaud,L,Pts: 14x0
Ademir Barreto,43139,Israel SousaIsrael Sousa,L,Choke from back
Ademir Barreto,46503,Alex SodreAlex Sodre,L,"Pts: 8x8, Adv"
Ademir Barreto,48043,Diego SodreDiego Sodre,L,Referee Decision
Ademir Barreto,49335,Diego SodreDiego Sodre,L,Pts: 2x0
Ademir Barreto,50387,Meyram MaquineMeyram Maquine,L,Choke from back
Ademir Barreto,52074,Angelo ClaiborneAngelo Claiborne,L,"Pts: 0x0, Adv"
Ademir Barreto,52338,Arthan Bandeira,L,Points
Ademir Barreto,53508,Israel SousaIsrael Sousa,L,Pts: 1x0
Ademir Barreto,55414,Joao MendesJoao Mendes,L,Pts: 2x0
Ademir Barreto,27184,Patrick Possamai,D,---
Ademir Barreto,27195,Oziel Santos,W,Armbar
Ademir Barreto,29740,Rafael MansurRafael Mansur,W,Pts: 7x2
Ademir Barreto,29761,Diogo ReisDiogo Reis,W,Pts: 5x4
Ademir Barreto,30791,Wojciech Kois,W,Pts: 6x0
Ademir Barreto,30792,Ahmed Laaribi,W,Pts: 6x2
Ademir Barreto,30793,Remo Corstjen,W,Pts: 1x0
Ademir Barreto,31146,Ellis Younger,W,Pts: 4x2
Ademir Barreto,31151,Adrian Sozisz,W,Referee Decision
Ademir Barreto,31154,Natan ChuengNatan Chueng,W,Pts: 3x2
Ademir Barreto,32422,Adriano Araujo,W,Referee Decision
Ademir Barreto,32424,Jonatham Silva,W,Pts: 9x0
Ademir Barreto,32425,Andre Cantanhede,W,Pts: 3x2
Ademir Barreto,34581,Bruno Gambim,W,Armbar
Ademir Barreto,34667,Kevin MahechaKevin Mahecha,W,Pts: 6x4
Ademir Barreto,34679,Danilo MoreiraDanilo Moreira,W,Pts: 3x0
Ademir Barreto,34681,Pablo LavaselliPablo Lavaselli,W,Botinha
Ademir Barreto,36348,Gustavo Oliveira,W,Botinha
Ademir Barreto,36352,Mario Silva,W,Submission
Ademir Barreto,36842,Vinko Roditi,W,Armbar
Ademir Barreto,36843,Krysztof Flak,W,Choke from back
Ademir Barreto,36845,Tyrone Elliott,W,Armbar
Ademir Barreto,36855,Benjamin Robson,W,Botinha
Ademir Barreto,38552,Johnny TamaJohnny Tama,W,Choke from back
Ademir Barreto,39688,Luiz Santos,W,Pts: 10x2
Ademir Barreto,39695,Vinicius PereiraVinicius Pereira,W,"Pts: 4x4, Adv"
Ademir Barreto,40321,Murilo Silva,W,Armbar
Ademir Barreto,40326,Marlus Salgado,W,Pts: 10x0
Ademir Barreto,43132,JP Rocha,W,Pts: 5x0
Ademir Barreto,43137,Isaias Higino,W,RNC
Ademir Barreto,45112,Henry Clark,W,Choke from back
Ademir Barreto,45114,Rehan Muttalib,W,Arm in Ezekiel
Ademir Barreto,46498,Kazuhiro Suzuki,W,Armbar
Ademir Barreto,46502,Isaac DoederleinIsaac Doederlein,W,Pts: 2x0
Ademir Barreto,48030,Thalys PontesThalys Pontes,W,Choke from back
Ademir Barreto,48034,Tiago Macedo,W,"Pts: 0x0, Adv"
Ademir Barreto,50368,Fabio Vieira,W,Cross choke
Ademir Barreto,50378,Danilo MoreiraDanilo Moreira,W,Choke from back
Ademir Barreto,50383,Sebastian SerpaSebastian Serpa,W,"Pts: 4x4, Adv"
Ademir Barreto,50385,Alex SodreAlex Sodre,W,Toe hold
Ademir Barreto,52015,Gabriel Olinto,W,Choke from back
Ademir Barreto,52017,Guilherme RochaGuilherme Rocha,W,"Pts: 0x0, Adv"
Ademir Barreto,52069,Michael Medeiros,W,"Pts: 2x2, Adv"
Ademir Barreto,52073,William Shannon,W,Pts: 9x0
Ademir Barreto,52327,Gabriel Olinto,W,Katagatame
Ademir Barreto,52329,Alexandre MolinaroAlexandre Molinaro,W,Footlock
Ademir Barreto,52333,Colon Santana,W,Estima lock
Ademir Barreto,52351,Kaisar Saulebayev,W,Armbar
Ademir Barreto,52352,Emilio HernandezEmilio Hernandez,W,N/A
Ademir Barreto,53496,Malachi EdmondMalachi Edmond,W,Kneebar
Ademir Barreto,53503,Joao MendesJoao Mendes,W,Referee Decision
Ademir Barreto,53506,Thiago MacedoThiago Macedo,W,Pts: 2x0
Ademir Barreto,55412,Eduardo GranzottoEduardo Granzotto,W,Kneebar
Admilson Gobi Junior,10424,Kitner Moura,L,Points
Admilson Gobi Junior,10428,Matheus SpirandeliMatheus Spirandeli,L,Choke
Admilson Gobi Junior,10731,Erberth SantosErberth Santos,L,Pts: 12x0
Admilson Gobi Junior,12099,Joao RochaJoao Rocha,L,Pts: 11x2
Admilson Gobi Junior,12707,Rodrigo ConceicaoRodrigo Conceicao,L,Pts: 2x0
Admilson Gobi Junior,13511,Dimitrius SouzaDimitrius Souza,L,Armbar
Admilson Gobi Junior,13577,Dimitrius SouzaDimitrius Souza,L,Armbar
Admilson Gobi Junior,14878,Renato CanutoRenato Canuto,L,Pts: 2x0
Admilson Gobi Junior,14957,Victor HonorioVictor Honorio,L,Pts: 4x0
Admilson Gobi Junior,16609,Joao RochaJoao Rocha,L,Pts: 17x0
Admilson Gobi Junior,16616,Fellipe AndrewFellipe Andrew,L,Botinha
Admilson Gobi Junior,17087,Erberth SantosErberth Santos,L,Referee Decision
Admilson Gobi Junior,17931,Igor Marques,L,N/A
Admilson Gobi Junior,17935,Fellipe AndrewFellipe Andrew,L,Triangle
Admilson Gobi Junior,18338,R. EvangelistaR. Evangelista,L,Pts: 8x2
Admilson Gobi Junior,10423,Unknown,W,Points
