Competing Athlete,Opponent,Event,Method,Result
Rodrigo Cavaca,4650,R. EvangelistaR. Evangelista,L,Pts: 4x0
Rodrigo Cavaca,5627,Braulio EstimaBraulio Estima,L,Choke from back
Rodrigo Cavaca,5682,Alexander TransAlexander Trans,L,"Pts: 0x0, Adv"
Rodrigo Cavaca,6244,Dimitrus Souza,L,Pts: 4x2
Rodrigo Cavaca,7004,Roberto AlencarRoberto Alencar,L,Pts: 3x0
Rodrigo Cavaca,7154,Alexander TransAlexander Trans,L,Pts: 2x0
Rodrigo Cavaca,7252,Erberth SantosErberth Santos,L,Choke from back
Rodrigo Cavaca,7516,Alexander TransAlexander Trans,L,Pts: 4x2
Rodrigo Cavaca,7904,Jared DoppJared Dopp,L,Pts: 2x0
Rodrigo Cavaca,9808,Bruno Novaes,L,N/A
Rodrigo Cavaca,9838,Erberth SantosErberth Santos,L,Pts: 11x8
Rodrigo Cavaca,10059,Igor SilvaIgor Silva,L,Pts: 4x0
Rodrigo Cavaca,10105,Bernardo FariaBernardo Faria,L,Points
Rodrigo Cavaca,10773,Alexander TransAlexander Trans,L,Pts: 2x0
Rodrigo Cavaca,10781,Gabriel LucasGabriel Lucas,L,Pts: 3x2
Rodrigo Cavaca,12249,Erberth SantosErberth Santos,L,Pts: 3x0
Rodrigo Cavaca,12818,Erberth SantosErberth Santos,L,Pts: 13x4
Rodrigo Cavaca,12897,Abdurakhman BilarovAbdurakhman Bilarov,L,Referee Decision
Rodrigo Cavaca,13216,Otavio Nalati,L,"Pts: 0x0, Adv"
Rodrigo Cavaca,14966,Igor SilvaIgor Silva,L,Choke from back
Rodrigo Cavaca,20709,Igor SchneiderIgor Schneider,L,Pts: 10x4
Rodrigo Cavaca,2029,Ulpiano MalachiasUlpiano Malachias,W,Points
Rodrigo Cavaca,2108,Lucio Lagarto,W,Points
Rodrigo Cavaca,2184,Andre Freitas,W,N/A
Rodrigo Cavaca,2187,Jay Pages,W,Triangle
Rodrigo Cavaca,2191,Roberto ToziRoberto Tozi,W,Omoplata
Rodrigo Cavaca,2366,Rick Miga,W,Triangle
Rodrigo Cavaca,2367,Bruno BastosBruno Bastos,W,Choke from back
Rodrigo Cavaca,2368,Charles Cachoeira,W,Referee Decision
Rodrigo Cavaca,2371,Marcio CorletaMarcio Corleta,W,"Pts: 0x0, Adv"
Rodrigo Cavaca,2374,Tarsis HumphreysTarsis Humphreys,W,Points
Rodrigo Cavaca,2375,Unknown,W,Triangle
Rodrigo Cavaca,2389,Unknown,W,Heel hook
Rodrigo Cavaca,2498,Rogent Lloret,W,Wristlock
Rodrigo Cavaca,2499,Antonio PeinadoAntonio Peinado,W,Points
Rodrigo Cavaca,2501,Rodrigo CaporalRodrigo Caporal,W,Triangle
Rodrigo Cavaca,2502,Bernardo FariaBernardo Faria,W,Points
Rodrigo Cavaca,2586,Marcel FortunaMarcel Fortuna,W,Triangle
Rodrigo Cavaca,2657,Igor SilvaIgor Silva,W,Footlock
Rodrigo Cavaca,2728,Petrus Melo,W,Triangle
Rodrigo Cavaca,2730,Marcio CruzMarcio Cruz,W,Triangle
Rodrigo Cavaca,2731,Antonio PeinadoAntonio Peinado,W,Botinha
Rodrigo Cavaca,2733,Roberto AbreuRoberto Abreu,W,Botinha
Rodrigo Cavaca,2809,Unknown,W,Submission
Rodrigo Cavaca,2810,Radek TurekRadek Turek,W,Points
Rodrigo Cavaca,3147,Marcio CruzMarcio Cruz,W,Submission
Rodrigo Cavaca,4194,Derek Leyrer,W,Points
Rodrigo Cavaca,4462,Jose JuniorJose Junior,W,N/A
Rodrigo Cavaca,4468,Rodrigo Candido,W,Heel hook
Rodrigo Cavaca,4469,Kitner Moura,W,Gogoplata
Rodrigo Cavaca,4675,Marcus AlmeidaMarcus Almeida,W,Pts: 7x2
Rodrigo Cavaca,4825,Gustavo DiasGustavo Dias,W,Botinha
Rodrigo Cavaca,4828,Abraham MarteAbraham Marte,W,DQ
Rodrigo Cavaca,5268,R. EvangelistaR. Evangelista,W,Pts: 4x2
Rodrigo Cavaca,5611,Piotr Wojtkowski,W,Pts: 7x0
Rodrigo Cavaca,6237,Jackson Ratigueri,W,Submission
Rodrigo Cavaca,6242,Tony Ferraz,W,Pts: 38x0
Rodrigo Cavaca,6261,Frederico Zaganelli,W,Choke from back
Rodrigo Cavaca,7002,Cristiano Lazzarinni,W,Pts: 2x0
Rodrigo Cavaca,7149,Pablo Agarao,W,Pts: 2x0
Rodrigo Cavaca,7898,Hideki Sekine,W,Referee Decision
Rodrigo Cavaca,9807,Fernando Gomes,W,Submission
Rodrigo Cavaca,9818,Eric Medeiros,W,Bow and arrow
Rodrigo Cavaca,9828,Ruan OliveiraRuan Oliveira,W,Botinha
Rodrigo Cavaca,9834,Guilherme AugustoGuilherme Augusto,W,Adv
Rodrigo Cavaca,10055,Felipe Bueno,W,Pts: 4x0
Rodrigo Cavaca,10078,Felipe Bueno,W,N/A
Rodrigo Cavaca,10089,Dany GerardDany Gerard,W,"Pts: 0x0, Adv"
Rodrigo Cavaca,10096,R. EvangelistaR. Evangelista,W,Botinha
Rodrigo Cavaca,10764,Diego BorgesDiego Borges,D,---
Rodrigo Cavaca,10776,Nelton PontesNelton Pontes,W,"Pts: 0x0, Adv"
Rodrigo Cavaca,12246,Dany GerardDany Gerard,W,"Pts: 4x4, Adv"
Rodrigo Cavaca,12248,Paul ArdilaPaul Ardila,W,Pts: 10x0
Rodrigo Cavaca,12812,Tiago Carvalho,W,DQ
Rodrigo Cavaca,12814,Igor Marques,W,Points
Rodrigo Conceicao,8098,Geraldo Freitas,L,Points
Rodrigo Conceicao,8100,Leonardo Vasconcelos,L,Points
Rodrigo Conceicao,9747,Sandro Vieira,L,N/A
Rodrigo Conceicao,10252,Claudevan Oliveira,L,Points
Rodrigo Conceicao,10570,Julio AnjosJulio Anjos,L,Adv
Rodrigo Conceicao,10842,Herbert BurnsHerbert Burns,L,Points
Rodrigo Conceicao,11055,Pedro Farias,L,Referee Decision
Rodrigo Conceicao,11120,Faisal AlKitbeFaisal AlKitbe,L,"Pts: 0x0, Adv"
Rodrigo Conceicao,11751,Marcelo MafraMarcelo Mafra,L,RNC
Rodrigo Conceicao,12715,Erberth SantosErberth Santos,L,RNC
Rodrigo Conceicao,12765,Gabriel RolloGabriel Rollo,L,Pts: 3x0
Rodrigo Conceicao,13257,Matheus CostaMatheus Costa,L,"Pts: 10x10, Adv"
Rodrigo Conceicao,15686,Michael LieraMichael Liera,L,Pts: 10x8
Rodrigo Conceicao,16230,Yan LucasYan Lucas,L,"Pts: 0x0, Adv"
Rodrigo Conceicao,17944,Max LindbladMax Lindblad,L,Choke from back
Rodrigo Conceicao,17954,Jackson SousaJackson Sousa,L,Armbar
Rodrigo Conceicao,31930,Matheus Paula,L,Pts: 5x0
Rodrigo Conceicao,31973,Lafayette Pinheiro,L,"Pts: 2x2, Adv"
Rodrigo Conceicao,8094,Robson Maia,W,"Pts: 0x0, Adv"
Rodrigo Conceicao,8095,L. Vieira,W,Points
Rodrigo Conceicao,8096,Erick Morais,W,Triangle armbar
Rodrigo Conceicao,8097,Wellington L.,W,Triangle
Rodrigo Conceicao,9739,Gustavo Zueli,W,N/A
Rodrigo Conceicao,10244,Luciano Bernert,W,Armbar
Rodrigo Conceicao,10247,L. Correa,W,Armbar
Rodrigo Conceicao,10250,Theodoro CanalTheodoro Canal,W,Adv
Rodrigo Conceicao,10565,Rodrigo Almeida,W,DQ
Rodrigo Conceicao,10839,Vitor Matos,W,Points
Rodrigo Conceicao,11046,Jan BuatimJan Buatim,W,Points
Rodrigo Conceicao,11113,Gabriel Lima,W,RNC
Rodrigo Conceicao,11118,Renan Gomes,W,Pts: 2x0
Rodrigo Conceicao,11121,Jose Alves,W,Pts: 6x0
Rodrigo Conceicao,11745,Matheus CostaMatheus Costa,W,Points
Rodrigo Conceicao,11749,Eric Souza,W,Points
Rodrigo Conceicao,12707,Admilson GobiAdmilson Gobi,W,Pts: 2x0
Rodrigo Conceicao,12751,Raphaello Pinheiro,W,Armbar
Rodrigo Conceicao,12759,Rafael Suzuki,W,Pts: 2x0
Rodrigo Conceicao,13251,Talles Benjamim,W,N/A
Rodrigo Conceicao,13254,Talison Costa,W,Points
Rodrigo Conceicao,13256,Luciano Bernert,W,N/A
Rodrigo Conceicao,15685,Tommi Pulkkanen,W,Points
Rodrigo Conceicao,16220,Cesar Casamajo,W,Triangle armbar
Rodrigo Conceicao,16227,Matheus CostaMatheus Costa,W,Pts: 6x2
Rodrigo Conceicao,17953,Azzedine Taz,W,N/A
Rodrigo Caporal,2501,Rodrigo CavacaRodrigo Cavaca,L,Triangle
Rodrigo Caporal,2880,Augusto MendesAugusto Mendes,L,DQ
Rodrigo Caporal,2991,Alexandre CeconiAlexandre Ceconi,L,Pts: 3x0
Rodrigo Caporal,3216,Murilo SantanaMurilo Santana,L,Triangle
Rodrigo Caporal,3549,Murilo SantanaMurilo Santana,L,Armbar
Rodrigo Caporal,3609,Philipe Della Monica,L,Points
Rodrigo Caporal,4022,Leandro LoLeandro Lo,L,Pts: 21x0
Rodrigo Caporal,4793,Michael LanghiMichael Langhi,L,Pts: 6x4
Rodrigo Caporal,5008,David Avellan,L,Referee Decision
Rodrigo Caporal,5357,Gabriel GoulartGabriel Goulart,L,Adv
Rodrigo Caporal,6154,Abraham MarteAbraham Marte,L,Pts: 10x0
Rodrigo Caporal,6676,Roberto SatoshiRoberto Satoshi,L,Pts: 2x0
Rodrigo Caporal,6749,Murilo SantanaMurilo Santana,L,Triangle
Rodrigo Caporal,6804,Luan CarvalhoLuan Carvalho,L,Points
Rodrigo Caporal,7443,Samuel Hertzog,L,Points
Rodrigo Caporal,7877,Roberto SatoshiRoberto Satoshi,L,Pts: 2x0
Rodrigo Caporal,7891,Erberth SantosErberth Santos,L,Choke
Rodrigo Caporal,8048,Andris BrunovskisAndris Brunovskis,L,Pts: 8x4
Rodrigo Caporal,8053,Dany GerardDany Gerard,L,Points
Rodrigo Caporal,8434,Otavio SousaOtavio Sousa,L,Advantages
Rodrigo Caporal,9527,R. EvangelistaR. Evangelista,L,Pts: 10x0
Rodrigo Caporal,9584,Rafael Carvalho,L,N/A
Rodrigo Caporal,10399,Gabriel RolloGabriel Rollo,L,Points
Rodrigo Caporal,11510,R. EvangelistaR. Evangelista,L,Points
Rodrigo Caporal,11570,Kacper Rot,L,Pts: 9x4
Rodrigo Caporal,11951,Michael LanghiMichael Langhi,L,Points
Rodrigo Caporal,12590,Claudevan Oliveira,L,Referee Decision
Rodrigo Caporal,13671,Marcio AndreMarcio Andre,L,Points
Rodrigo Caporal,14969,Lucas RochaLucas Rocha,L,Points
Rodrigo Caporal,15312,Marcelo MafraMarcelo Mafra,L,Points
Rodrigo Caporal,16343,Edwin NajmiEdwin Najmi,L,RNC
Rodrigo Caporal,16832,C. NegromonteC. Negromonte,L,Referee Decision
Rodrigo Caporal,16834,Philippe PomaskiPhilippe Pomaski,L,Referee Decision
Rodrigo Caporal,19019,Inseong JangInseong Jang,L,Pts: 2x0
Rodrigo Caporal,21482,Diego RamalhoDiego Ramalho,L,Points
Rodrigo Caporal,23066,Rafael VasconcelosRafael Vasconcelos,L,Referee Decision
Rodrigo Caporal,23134,Ronaldo JuniorRonaldo Junior,L,Armbar
Rodrigo Caporal,42744,A. Granados,L,Referee Decision
Rodrigo Caporal,2987,Romulo BarralRomulo Barral,W,"Pts: 2x2, Adv"
Rodrigo Caporal,3543,Ricardo Mesquita,W,N/A
Rodrigo Caporal,3608,Rafael Rosendo,W,Wristlock
Rodrigo Caporal,3771,Vinicius MarinhoVinicius Marinho,W,Points
Rodrigo Caporal,3774,Lucas LepriLucas Lepri,W,Pts: 2x0
Rodrigo Caporal,3880,Marcel Gonçalves,W,Submission
Rodrigo Caporal,4005,Emmanuel Maximiliani,W,Submission
Rodrigo Caporal,4790,Claudio MattosClaudio Mattos,W,Points
Rodrigo Caporal,7880,Kleber Koike,W,Pts: 12x0
Rodrigo Caporal,7889,Faisal AlKitbeFaisal AlKitbe,W,Pts: 2x0
Rodrigo Caporal,8428,Stephen Martinez,W,Darce choke
Rodrigo Caporal,9523,Daniel Baia,W,"Pts: 0x0, Adv"
Rodrigo Caporal,10524,Masahiro IwasakiMasahiro Iwasaki,W,Pts: 3x2
Rodrigo Caporal,13667,Marcelo MafraMarcelo Mafra,W,Referee Decision
Rodrigo Caporal,15851,Daud Adaev,W,Points
Rodrigo Caporal,15933,Daud Adaev,W,N/A
Rodrigo Caporal,16830,Ayub Magomadov,W,Submission
Rodrigo Francioni,14158,Joao NetoJoao Neto,L,Referee Decision
Rodrigo Francioni,14764,Luciano Bernert,L,"Pts: 0x0, Adv"
Rodrigo Francioni,17865,Brian MahechaBrian Mahecha,L,Armbar
Rodrigo Francioni,17871,Fabricio BarbarottiFabricio Barbarotti,L,Omoplata
Rodrigo Francioni,19192,Osvaldo MoizinhoOsvaldo Moizinho,L,Choke from back
Rodrigo Francioni,19881,Bruno FrazattoBruno Frazatto,L,"Pts: 0x0, Adv"
Rodrigo Francioni,20420,Felipe Liborio,L,Crucifix choke
Rodrigo Francioni,21431,Emilio HernandezEmilio Hernandez,L,Kneebar
Rodrigo Francioni,21598,Fabio CaloiFabio Caloi,L,Footlock
Rodrigo Francioni,23209,Andy Tackett,L,RNC
Rodrigo Francioni,25930,Jonata GomesJonata Gomes,L,"Pts: 0x0, Adv"
Rodrigo Francioni,26150,Deandre CorbeDeandre Corbe,L,Referee Decision
Rodrigo Francioni,28296,Lukete SilvaLukete Silva,L,Inside heel hook
Rodrigo Francioni,29443,Eduardo Bastezini,L,Pts: 2x1
Rodrigo Francioni,30053,Diogo ReisDiogo Reis,L,Referee Decision
Rodrigo Francioni,30263,Rafael Montouro,L,"Pts: 0x0, Pen"
Rodrigo Francioni,32613,Deandre CorbeDeandre Corbe,L,"Pts: 0x0, Adv"
Rodrigo Francioni,35640,Deandre CorbeDeandre Corbe,L,RNC
Rodrigo Francioni,42650,Lucas Brito,L,Referee Decision
Rodrigo Francioni,43495,Joao Oliveira,L,Referee Decision
Rodrigo Francioni,44591,J. Thompson,L,Submission
Rodrigo Francioni,47737,Fabio CaloiFabio Caloi,L,Straight ankle lock
Rodrigo Francioni,49550,Heltor Senra,L,Pts: 1x0
Rodrigo Francioni,51424,M. Sainz,L,Pts: 3x0
Rodrigo Francioni,54237,Nick Ronan,L,Referee Decision
Rodrigo Francioni,14156,Andre Saraiva,W,Choke
Rodrigo Francioni,14157,Jorge Nakamura,W,Pts: 4x0
Rodrigo Francioni,14159,Jorge Nakamura,W,Armbar
Rodrigo Francioni,14760,Anderson Silva,W,Pts: 16x0
Rodrigo Francioni,14761,J. Monguilhott,W,Pts: 6x0
Rodrigo Francioni,14762,Anderson Silva,W,Armbar
Rodrigo Francioni,14763,A. Prazeres,W,Pts: 8x0
Rodrigo Francioni,14980,Mauricio Gomez,W,Referee Decision
Rodrigo Francioni,14981,Mauricio Gomez,W,Referee Decision
Rodrigo Francioni,14991,Breno Lima,W,Pts: 3x0
Rodrigo Francioni,14993,Rodrigo Cardoso,W,"Pts: 0x0, Adv"
Rodrigo Francioni,14994,Alexandre VieiraAlexandre Vieira,W,"Pts: 0x0, Adv"
Rodrigo Francioni,17851,Adam FerraraAdam Ferrara,W,Referee Decision
Rodrigo Francioni,17863,Giann Moramarco,W,Pts: 11x0
Rodrigo Francioni,19189,Jeovany Ortiz,W,Pts: 7x0
Rodrigo Francioni,19191,Jeffrey Cummings,W,Referee Decision
Rodrigo Francioni,19706,Mauricio Gomez,W,Referee Decision
Rodrigo Francioni,20482,Adriano M.,W,Choke from back
Rodrigo Francioni,20483,Silvio DuranSilvio Duran,W,Referee Decision
Rodrigo Francioni,23204,James Holland,W,Pts: 3x0
Rodrigo Francioni,23208,Emilio HernandezEmilio Hernandez,W,Pts: 2x0
Rodrigo Francioni,23455,N/A,W,Pts: 11x0
Rodrigo Francioni,23456,Silvio DuranSilvio Duran,W,Points
Rodrigo Francioni,24493,Ed Hohl,W,Short choke
Rodrigo Francioni,24497,Frederico Alves,W,Pts: 4x0
Rodrigo Francioni,24500,Francisco CuneoFrancisco Cuneo,W,Pts: 2x0
Rodrigo Francioni,25069,Andrew Franco,W,Referee Decision
Rodrigo Francioni,25921,Caio Silva,W,Katagatame
Rodrigo Francioni,25925,Luis Ribas,W,"Pts: 0x0, Adv"
Rodrigo Francioni,26022,Matt Ferraiolo,W,Referee Decision
Rodrigo Francioni,26142,Todd Walling,W,Pts: 32x0
Rodrigo Francioni,28274,Arthur DetanicoArthur Detanico,W,Pts: 3x0
Rodrigo Francioni,28283,Joao Albuquerque,W,Pts: 4x0
Rodrigo Francioni,28293,Kieran KichukKieran Kichuk,W,Referee Decision
Rodrigo Francioni,30045,Diego Paiva,W,Pts: 5x0
Rodrigo Francioni,30047,Andres Duplat,W,Pts: 3x0
Rodrigo Francioni,30224,Marcos Faria,W,Pts: 5x0
Rodrigo Francioni,30250,Joao Ricardo,W,Pts: 3x0
Rodrigo Francioni,30258,Eduardo Walisson,W,Pts: 2x0
Rodrigo Francioni,31304,Andrew Pardee,W,N/A
Rodrigo Francioni,32612,Jeffrey Cummings,W,Pts: 4x0
Rodrigo Francioni,35635,Arthur DetanicoArthur Detanico,W,Pts: 8x0
Rodrigo Francioni,39462,Lucas Brito,W,Pts: 6x3
Rodrigo Francioni,47718,Yona Cardenas,W,Pts: 3x0
Rodrigo Francioni,47725,Davi Souza,W,Pts: 3x0
Rodrigo Francioni,47731,Marco Queiroz,W,Referee Decision
Rodrigo Francioni,49552,Herminio Mora,W,Pts: 13x1
Rodrigo Francioni,51413,Finley Allen,W,Pts: 12x0
Rodrigo Francioni,51418,Jon Bailey,W,Pts: 3x0
Rodrigo Francioni,51423,Jacob Boodhoo,W,Pts: 11x0
Rodrigo Francioni,54227,Sam Schwartzapkel,W,Points
Rodrigo Francioni,54880,Steven Perez,W,Pts: 3x0
Rodrigo Francioni,54882,Matt Yost,W,Pts: 8x0
Rodrigo Francioni,54885,C. Holden,W,Submission
Rodrigo Francioni,54886,Michael Sainz,W,Pts: 3x0
Rodrigo Gracie,516,Marcio FeitosaMarcio Feitosa,L,Points
Rodrigo Gracie,519,Leonardo SantosLeonardo Santos,L,Pts: 2x0
Rodrigo Gracie,162,Adrian Serrano,W,Choke
Rodrigo Gracie,163,Carlos Newton,W,Pts: 6x0
Rodrigo Gracie,164,Ahmad Faraj,W,Armbar
Rodrigo Gracie,165,Kareem Barkalev,W,Pen
Rodrigo Gracie,252,Robert Ferguson,W,RNC
Rodrigo Gracie,373,Din Thomas,W,Referee Decision
Rodrigo Gracie,506,Genki Sudo,W,Pts: 9x0
Rodrigo Gracie,512,Gavin Kulper,W,Submission
Rodrigo Gracie,1543,Shannon Rich,W,Flying armbar
Rodrigo Lopes,21113,Caio CaetanoCaio Caetano,L,Toe hold
Rodrigo Lopes,21128,Marcos MartinsMarcos Martins,L,Points
Rodrigo Lopes,21312,Wellington LuisWellington Luis,L,Points
Rodrigo Lopes,22156,Ali MonfaradiAli Monfaradi,L,Points
Rodrigo Lopes,22212,Marcelo GomideMarcelo Gomide,L,Points
Rodrigo Lopes,23339,Thiago MacedoThiago Macedo,L,Armbar
Rodrigo Lopes,23997,Ronaldo JuniorRonaldo Junior,L,Choke from back
Rodrigo Lopes,24004,Ronaldo JuniorRonaldo Junior,L,Triangle
Rodrigo Lopes,24031,Rafael LovatoRafael Lovato,L,Ezekiel
Rodrigo Lopes,24616,Nathan MendelsohnNathan Mendelsohn,L,Armbar
Rodrigo Lopes,24657,Gabriel AlmeidaGabriel Almeida,L,Kneebar
Rodrigo Lopes,25231,Tainan DalpraTainan Dalpra,L,Cross choke
Rodrigo Lopes,25268,Stanley Rosa,L,Inside heel hook
Rodrigo Lopes,25279,Oliver TazaOliver Taza,L,Outside heel hook
Rodrigo Lopes,26178,Joseph Watson,L,Inside heel hook
Rodrigo Lopes,26564,Marcos TinocoMarcos Tinoco,L,Footlock
Rodrigo Lopes,26989,Fellipe AndrewFellipe Andrew,L,Mounted X choke
Rodrigo Lopes,27644,Jaime CanutoJaime Canuto,L,Choke from back
Rodrigo Lopes,28342,Jeferson GuaresiJeferson Guaresi,L,RNC
Rodrigo Lopes,29126,Gabriel Castro,L,Points
Rodrigo Lopes,29131,Stephen Martinez,L,Points
Rodrigo Lopes,30628,Shane Fishman,L,Choke
Rodrigo Lopes,30834,Enderson DiasEnderson Dias,L,50/50 armbar
Rodrigo Lopes,31715,Caio CaetanoCaio Caetano,L,"Pts: 6x6, Adv"
Rodrigo Lopes,32650,Jansen GomesJansen Gomes,L,Armbar
Rodrigo Lopes,32651,Jansen GomesJansen Gomes,L,Short choke
Rodrigo Lopes,33214,Levi JonesLevi Jones,L,Pts: 6x0
Rodrigo Lopes,33489,Enderson DiasEnderson Dias,L,"Pts: 6x6, Adv"
Rodrigo Lopes,33502,Aaron Tiegs,L,Kneebar
Rodrigo Lopes,33795,Austin OrandayAustin Oranday,L,Inside heel hook
Rodrigo Lopes,34882,Gabriel AlmeidaGabriel Almeida,L,Anaconda choke
Rodrigo Lopes,35670,Francisco LoFrancisco Lo,L,Kneebar
Rodrigo Lopes,35697,Igor SchneiderIgor Schneider,L,Pts: 5x0
Rodrigo Lopes,35989,Tainan DalpraTainan Dalpra,L,Armbar
Rodrigo Lopes,36809,Arthur DetanicoArthur Detanico,L,Botinha
Rodrigo Lopes,38060,Austin OrandayAustin Oranday,L,DQ
Rodrigo Lopes,39969,Bruno Bressan,L,Pts: 2x0
Rodrigo Lopes,40079,Sebastian RodriguezSebastian Rodriguez,L,Referee Decision
Rodrigo Lopes,40117,Pedro AlexPedro Alex,L,Points
Rodrigo Lopes,40513,Marcos MartinsMarcos Martins,L,Armbar
Rodrigo Lopes,41957,Gilberto Henrique,L,Points
Rodrigo Lopes,43301,Iago Duarte,L,"Pts: 0x0, Adv"
Rodrigo Lopes,43525,Enrique March,L,Pts: 4x2
Rodrigo Lopes,44198,Austin OrandayAustin Oranday,L,Inside heel hook
Rodrigo Lopes,44204,Emilio HernandezEmilio Hernandez,L,Kneebar
Rodrigo Lopes,22460,Eduardo Gaytan,W,Points
Rodrigo Lopes,22461,Anderson Sousa,W,Points
Rodrigo Lopes,22467,Damien Nitkin,W,Points
Rodrigo Lopes,22468,Anderson Sousa,W,Points
Rodrigo Lopes,23337,Alexander Yablong,W,Armbar
Rodrigo Lopes,23917,Dylan Whyte,W,Straight ankle lock
Rodrigo Lopes,23996,Dylan Scott,W,Points
Rodrigo Lopes,24614,Inacio NetoInacio Neto,W,"Pts: 0x0, Adv"
Rodrigo Lopes,24656,Vinicius Wong,W,Points
Rodrigo Lopes,25795,Solomon Choran,W,Straight ankle lock
Rodrigo Lopes,26985,Charles McGuire,W,Verbal tap
Rodrigo Lopes,27639,Alec BauldingAlec Baulding,W,"Pts: 2x2, Adv"
Rodrigo Lopes,28329,Sebastian Guevara,W,Inside heel hook
Rodrigo Lopes,28336,Gabriel AlmeidaGabriel Almeida,W,Referee Decision
Rodrigo Lopes,28339,Gregory Paulino,W,Footlock
Rodrigo Lopes,29081,Charles Parsons,W,Submission
Rodrigo Lopes,29084,Alexander Lane,W,Points
Rodrigo Lopes,29085,Thiago Cesar,W,Points
Rodrigo Lopes,29130,Clay Mayfield,W,Points
Rodrigo Lopes,30832,Joao CizeskiJoao Cizeski,W,"Pts: 8x8, Adv"
Rodrigo Lopes,30868,Juan Armendariz,W,Pts: 8x2
Rodrigo Lopes,33488,Nicholas Greene,W,Points
Rodrigo Lopes,33758,Joao Matos,W,Choke from back
Rodrigo Lopes,33760,Matheus Oliveira,W,Pts: 7x2
Rodrigo Lopes,34881,Thiago Saldanha,W,Points
Rodrigo Lopes,35664,Guthierry BarbosaGuthierry Barbosa,W,Katagatame
Rodrigo Lopes,36804,Jean Pierre,W,Katagatame
Rodrigo Lopes,36806,Jackson DouglasJackson Douglas,W,Pts: 6x4
Rodrigo Lopes,38037,Nicholas Martinez,W,Pts: 6x2
Rodrigo Lopes,40077,Chad Ross,W,N/A
Rodrigo Lopes,43293,Luiz Dionisio,W,Pts: 10x0
Rodrigo Lopes,43298,Gabriel CostaGabriel Costa,W,Referee Decision
Rodrigo Medeiros,268,Murilo BustamanteMurilo Bustamante,L,Pts: 2x0
Rodrigo Medeiros,396,Ricardo AronaRicardo Arona,L,Pts: 2x0
Rodrigo Medeiros,445,Jeff Monson,L,Pts: 2x0
Rodrigo Medeiros,464,Tito Ortiz,L,Pts: 2x0
Rodrigo Medeiros,465,Ricardo AlmeidaRicardo Almeida,L,Pts: 5x0
Rodrigo Medeiros,583,Fernando MargaridaFernando Margarida,L,Pts: 13x8
Rodrigo Medeiros,601,Fabio GurgelFabio Gurgel,L,Points
Rodrigo Medeiros,700,Gabriel GonzagaGabriel Gonzaga,L,Pts: 9x0
Rodrigo Medeiros,715,Alexandre DantasAlexandre Dantas,L,Points
Rodrigo Medeiros,794,Saulo RibeiroSaulo Ribeiro,L,Pts: 2x0
Rodrigo Medeiros,818,A. Cacareco,L,Guillotine
Rodrigo Medeiros,860,Roger CoelhoRoger Coelho,L,Points
Rodrigo Medeiros,1060,Roger GracieRoger Gracie,L,RNC
Rodrigo Medeiros,1313,Alexandre RibeiroAlexandre Ribeiro,L,Armbar
Rodrigo Medeiros,1454,Roger GracieRoger Gracie,L,Armbar
Rodrigo Medeiros,1595,Roberto AbreuRoberto Abreu,L,Pts: 8x0
Rodrigo Medeiros,1767,Roger GracieRoger Gracie,L,Cross choke
Rodrigo Medeiros,2360,Bernardo FariaBernardo Faria,L,Pts: 5x2
Rodrigo Medeiros,4144,Alexander TransAlexander Trans,L,"Pts: 2x2, Adv"
Rodrigo Medeiros,5873,Saulo RibeiroSaulo Ribeiro,D,---
Rodrigo Medeiros,6067,Gabriel LucasGabriel Lucas,L,Referee Decision
Rodrigo Medeiros,7597,Roger GracieRoger Gracie,L,Armbar
Rodrigo Medeiros,301,Mario SperryMario Sperry,W,Adv
Rodrigo Medeiros,302,Roberto RoletaRoberto Roleta,W,Toe hold
Rodrigo Medeiros,380,Nino SchembriNino Schembri,W,Kimura
Rodrigo Medeiros,382,Fernando MargaridaFernando Margarida,W,Pts: 2x0
Rodrigo Medeiros,442,Travis LutterTravis Lutter,W,Pts: 2x0
Rodrigo Medeiros,460,Roberto RoletaRoberto Roleta,W,Pts: 10x0
Rodrigo Medeiros,477,Roberto ToziRoberto Tozi,W,Choke from back
Rodrigo Medeiros,695,Carlos Francis,W,Pts: 3x0
Rodrigo Medeiros,789,Nathan Marquardt,W,Pts: 2x0
Rodrigo Medeiros,858,Roberto GodoiRoberto Godoi,W,Footlock
Rodrigo Medeiros,1025,Felipe Cranivata,W,Points
Rodrigo Medeiros,1310,Roberto ToziRoberto Tozi,W,Points
Rodrigo Medeiros,1451,Ismael Mota,W,Pts: 3x2
Rodrigo Medeiros,1478,Robert DrysdaleRobert Drysdale,W,Points
Rodrigo Medeiros,1505,Mauro Santos,W,Kimura
Rodrigo Medeiros,1627,Dimitri Mavragani,W,Bicep slicer
Rodrigo Medeiros,1629,James Foster,W,Pen
Rodrigo Medeiros,1630,Bruno Rodrigues,W,"Pts: 0x0, Adv"
Rodrigo Medeiros,1798,Jose Eduardo,W,Points
Rodrigo Medeiros,2864,Unknown,W,Armbar
Rodrigo Medeiros,2865,Felipe Pereira,W,Toe hold
Rodrigo Medeiros,3395,Marcus Larrieu,W,Bicep slicer
Rodrigo Medeiros,4140,Kitner Moura,W,N/A
Rodrigo Medeiros,5518,Kristan Magers,W,Pts: 19x0
Rodrigo Medeiros,6063,Tom DeBass,W,Pts: 2x0
